Model,Price,Rating,Generation,Core,Ram,SSD,Display,Graphics,OS,Warranty,RAM_Size,SSD_Size
HP ZBook Studio G9 16 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),292347,61.75651041666666,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,1 Year Warranty,32,1024.0
HP ZBook Firefly 14 G9 WUXGA Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 ),111422,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
HP ZBook Firefly 14 G9 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),96700,60.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS,1 Year Warranty,16,512.0
HP ZBook Studio G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),261921,61.75651041666666,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS,1 Year Warranty,16,1024.0
HP ZBook Studio G9 2023 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),390914,61.75651041666666,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",12 GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS,1 Year Warranty,32,1024.0
HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),30990,61.75651041666666,Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated UHD Graphics,Windows 11  OS,1 Year Warranty,8,512.0
HP ZBook Studio G9 Workstation WQUXGA Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),246815,61.75651041666666,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",6 GB NVIDIA GeForce RTX 3060,Windows 11 OS,1 Year Warranty,16,1024.0
LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),78299,69.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon 7 Graphics,Windows 11 OS,1 Year Warranty,16,512.0
LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),117899,66.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1200 x 1920 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),278103,61.75651041666666,12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",8 GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS,1 Year Warranty,16,1024.0
Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),22490,61.75651041666666,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4  RAM,256 GB SSD,"11.6 inches, 1366 x 768 pixels",Intel UHD Graphics 600,Windows 11 OS,1 Year Warranty,4,256.0
Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990,64.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,16,512.0
Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),99990,71.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA Geforce RTX 4060,Windows 11 OS,1 Year Warranty,16,512.0
Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990,66.0,6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 3050 ,Windows 11 OS,1 Year Warranty,16,512.0
LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),152499,73.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 1600 x 2560 pixels, Touch Screen",Intel Iris Xe Graphics ,Windows 11 OS,1 Year Warranty,16,1024.0
Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),61990,56.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,8,1024.0
HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),23940,61.75651041666666,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon Graphics,DOS OS,1 Year Warranty,8,512.0
Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Dell Vostro 5630 IN5630P8YRR001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),78980,62.0,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1080 pixels",Intel Iris Xe,Windows 11  OS,1 Year Warranty,16,512.0
Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),70790,59.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),86730,62.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),66990,59.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5X RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,32,1024.0
Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47450,56.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,2 Year Warranty,8,512.0
MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990,62.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,2 Year Warranty,16,512.0
Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),42990,56.0,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52000,65.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GTX 1650,Windows 11 OS,1 Year Warranty,16,512.0
MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),41990,62.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,2 Year Warranty,8,512.0
Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),31800,56.0,7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,DOS OS,1 Year Warranty,8,512.0
Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),96999,64.0,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",2 GB NVIDIA GeForce MX450,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990,62.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),69345,60.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58990,60.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),26490,61.75651041666666,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1366 x 768 pixels",Intel Integrated UHD,Windows 11 OS,1 Year Warranty,8,256.0
Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990,57.0,13th Gen ‎Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),78490,62.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),43990,53.0,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),88490,62.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),95990,62.0,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),86490,63.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,16,512.0
HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),85600,66.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,16,512.0
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),30990,54.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,Windows 11 OS,1 Year Warranty,8,256.0
HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),48990,56.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,16,512.0
Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),48990,56.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,8,512.0
HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),82990,68.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),58490,52.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,1024.0
HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),36990,53.0,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,8,512.0
HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),98990,66.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),67990,66.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990,62.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Iris Xe Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65750,63.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),51290,61.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72990,64.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1 Year Warranty,16,512.0
Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32390,55.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,Windows 11 OS,1 Year Warranty,8,512.0
MSI Stealth 15 A13VF-074IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),171990,74.0,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 2560 x 1440 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,2 Year Warranty,16,1024.0
Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),59990,54.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS,1 Year Warranty,16,512.0
HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),117000,65.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris X Graphics,Windows 11 OS,1 Year Warranty,16,1024.0
Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),44890,51.0,7th Gen Amd Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Graphics,Windows 11 OS,1 Year Warranty,8,512.0
HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),45490,50.0,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),55490,57.0,5th Gen AMD Ryzen 7   5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Radeon,Windows 11 OS,1 Year Warranty,16,512.0
HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44437,54.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58400,60.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD,Windows 11 OS,1 Year Warranty,8,512.0
HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990,64.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris X Graphics,Windows 11 OS,1 Year Warranty,16,512.0
‎HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),115558,68.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",16 GB DDR5 RAM,1 TB Hard Disk,4 GB ‎NVIDIA Quadro T600,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,16,1024.0
‎HP Zbook Power G4-A ZHAN 99 2023 Laptop (AMD Ryzen 5 6600H/ 32GB/ 1TB SSD/ Win11/ 4GB Graph),137134,70.0,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",32 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB ‎NVIDIA Quadro T600,Windows 11 OS,1 Year Warranty,32,1024.0
HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),47990,56.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,16,512.0
Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990,61.75651041666666,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel UHD Graphics,Windows 11 OS,1 Year Warranty,8,512.0
Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),145999,79.0,7th Gen AMD Ryzen 9 7940HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,1 Year Warranty,16,1024.0
Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),52990,65.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,1 Year Warranty,8,1024.0
Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84899,53.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS,1 Year Warranty,16,512.0
Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),46400,59.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,DOS OS,1 Year Warranty,8,512.0
Ninkear A16 Gaming Laptop (AMD Ryzen 7 7735HS/ 32 GB RAM/ 2 TB SSD/ Win 11),79999,73.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 2560 x 1600 pixels",AMD Radeon 680M,Windows 11 OS,1 Year Warranty,32,1024.0
Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63590,63.0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1 Year Warranty,8,512.0
Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,64.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,1 Year Warranty,16,512.0
HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),43400,54.0,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS,1 Year Warranty,8,512.0
